"","req_id","src_sys_cd","LT","SubCnt","DistrCnt","RespCnt","CompSubClass","CompDistrClass","WinLose","NTE","SubRt","Sub_NTE","SubTime","SubRank","Result"
"232","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,14,"Submit Only"
"233","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,15,"Shortlist"
"234","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,16,"Shortlist"
"235","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,17,"Shortlist"
"236","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,18,"Shortlist"
"237","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,19,"Submit Only"
"238","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,20,"Submit Only"
"239","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,21,"Shortlist"
"240","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,22,"Shortlist"
"241","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,82.62,0.826,1,23,"Shortlist"
"242","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,82.62,0.556,-741,24,"Shortlist"
"243","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,88,0.593,-741,25,"Submit Only"
"244","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,88,0.88,1,26,"Submit Only"
"245","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,27,"Submit Only"
"246","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,28,"Submit Only"
"247","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-741,29,"Shortlist"
"248","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,1,30,"Shortlist"
"249","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,88.5,0.885,1,31,"Shortlist"
"250","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,88.5,0.596,-741,32,"Shortlist"
"251","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,2,33,"Shortlist"
"252","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-740,34,"Shortlist"
"253","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,2,35,"Shortlist"
"254","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-740,36,"Shortlist"
"255","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,85,0.85,2,37,"Submit Only"
"256","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,85,0.572,-740,38,"Submit Only"
"257","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-740,39,"Submit Only"
"258","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,2,40,"Submit Only"
"259","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84.1,0.566,-740,41,"Submit Only"
"260","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84.1,0.841,2,42,"Submit Only"
"261","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,2,43,"Submit Only"
"262","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-740,44,"Submit Only"
"263","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,104.4,1.044,3,45,"Submit Only"
"264","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,104.4,0.703,-739,46,"Submit Only"
"265","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,3,47,"Submit Only"
"266","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-739,48,"Submit Only"
"267","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-739,49,"Submit Only"
"268","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,3,50,"Submit Only"
"269","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-736,51,"Submit Only"
"270","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,6,52,"Submit Only"
"271","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,83,0.83,6,53,"Shortlist"
"272","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,83,0.559,-736,54,"Shortlist"
"273","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,95,0.95,7,55,"Submit Only"
"274","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,95,0.64,-735,56,"Submit Only"
"275","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,90,0.606,-735,57,"Submit Only"
"276","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,90,0.9,7,58,"Submit Only"
"277","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","0",100,84,0.84,7,59,"Submit Only"
"278","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","0",148.51,84,0.566,-735,60,"Submit Only"
"279","10099-1                  ","BL        ","Information Technology",31,39,17,"High","High","1",148.51,127.5,0.859,0,61,"Hire"
"280","10099-1                  ","BL        ","Scientific",31,39,17,"High","High","1",100,127.5,1.275,742,62,"Hire"
"281","1010-1                   ","BL        ","Information Technology",4,6,4,"Low","Medium","0",50,14.4,0.288,-176,1,"Submit Only"
"282","1010-1                   ","BL        ","Business Professional",4,6,4,"Low","Medium","0",14.4,14.4,1,1,2,"Submit Only"
"283","1010-1                   ","BL        ","Information Technology",4,6,4,"Low","Medium","0",50,33,0.66,0,3,"Interview"
"284","1010-1                   ","BL        ","Business Professional",4,6,4,"Low","Medium","0",14.4,33,2.292,177,4,"Interview"
"285","1010-1                   ","BL        ","Business Professional",4,6,4,"Low","Medium","0",14.4,32.5,2.257,178,5,"Interview"
"286","1010-1                   ","BL        ","Information Technology",4,6,4,"Low","Medium","0",50,32.5,0.65,1,6,"Interview"
"287","1010-1                   ","BL        ","Business Professional",4,6,4,"Low","Medium","1",14.4,33,2.292,184,7,"Hire"
"288","1010-1                   ","BL        ","Information Technology",4,6,4,"Low","Medium","1",50,33,0.66,7,8,"Hire"
"289","10103-1                  ","BL        ","Business Professional",2,13,2,"Low","Medium","0",93.17,84.7,0.909,0,1,"Shortlist"
"290","10103-1                  ","BL        ","Business Professional",2,13,2,"Low","Medium","0",93.17,84.7,0.909,3,2,"Shortlist"
"291","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,1,1,"Shortlist"
"292","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,83.6,1,4,2,"Submit Only"
"293","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,4,3,"Shortlist"
"294","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,4,4,"Shortlist"
"295","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,4,5,"Shortlist"
"296","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,80,0.957,4,6,"Shortlist"
"297","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,115,1.376,5,7,"Shortlist"
"298","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,90,1.077,11,8,"Shortlist"
"299","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,11,9,"Shortlist"
"300","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,100,1.196,19,10,"Shortlist"
"301","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,115,1.376,20,11,"Submit Only"
"302","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,79.56,0.952,20,12,"Submit Only"
"303","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,20,13,"Shortlist"
"304","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,21,14,"Submit Only"
"305","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,95,1.136,21,15,"Submit Only"
"306","1010637                  ","IQN       ","Business Professional",16,23,9,"High","High","0",83.6,130,1.555,82,16,"Shortlist"
"307","10107-1                  ","BL        ",NA,5,13,4,"Medium","Medium","0",121.12,105,0.867,0,1,"Interview"
"308","10107-1                  ","BL        ",NA,5,13,4,"Medium","Medium","0",121.12,95,0.784,10,2,"Shortlist"
"309","10107-1                  ","BL        ",NA,5,13,4,"Medium","Medium","0",121.12,96.25,0.795,23,3,"Submit Only"
"310","10107-1                  ","BL        ",NA,5,13,4,"Medium","Medium","0",121.12,107.5,0.888,24,4,"Submit Only"
"311","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,81.2,0.837,0,1,"Shortlist"
"312","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,74.5,0.768,0,2,"Submit Only"
"313","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,85,0.876,1,3,"Submit Only"
"314","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,84.5,0.871,1,4,"Submit Only"
"315","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,83,0.855,1,5,"Submit Only"
"316","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,85,0.876,2,6,"Submit Only"
"317","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,84.5,0.871,2,7,"Submit Only"
"318","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,84.39,0.87,5,8,"Submit Only"
"319","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,84.5,0.871,6,9,"Submit Only"
"320","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,85,0.876,6,10,"Submit Only"
"321","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","0",97.05,80,0.824,7,11,"Submit Only"
"322","10111-1                  ","BL        ",NA,12,9,7,"Medium","Medium","1",97.05,95,0.979,7,12,"Hire"
"323","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","1",97.05,165,1.7,-736,1,"Hire"
"324","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","1",133.4,165,1.237,5,2,"Hire"
"325","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,92.15,0.691,742,3,"Interview"
"326","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,92.15,0.95,1,4,"Interview"
"327","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97,0.999,2,5,"Shortlist"
"328","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97,0.727,743,6,"Shortlist"
"329","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,94.5,0.708,743,7,"Shortlist"
"330","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,94.5,0.974,2,8,"Shortlist"
"331","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,96.85,0.998,6,9,"Shortlist"
"332","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,96.85,0.726,747,10,"Shortlist"
"333","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97.05,0.728,747,11,"Shortlist"
"334","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97.05,1,6,12,"Shortlist"
"335","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97.05,1,7,13,"Shortlist"
"336","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97.05,0.728,748,14,"Shortlist"
"337","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97.05,1,8,15,"Shortlist"
"338","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97.05,0.728,749,16,"Shortlist"
"339","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,95,0.712,750,17,"Shortlist"
"340","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,95,0.979,9,18,"Shortlist"
"341","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97.05,0.728,753,19,"Shortlist"
"342","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97.05,1,12,20,"Shortlist"
"343","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,87.5,0.902,12,21,"Shortlist"
"344","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,87.5,0.656,753,22,"Shortlist"
"345","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,109,0.817,757,23,"Submit Only"
"346","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,109,1.123,16,24,"Submit Only"
"347","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,109,1.123,19,25,"Shortlist"
"348","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,109,0.817,760,26,"Shortlist"
"349","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,107.25,1.105,19,27,"Shortlist"
"350","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,107.25,0.804,760,28,"Shortlist"
"351","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97,0.727,760,29,"Shortlist"
"352","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97,0.999,19,30,"Shortlist"
"353","10118-1                  ","BL        ","Business Professional",16,13,9,"High","Medium","0",133.4,97,0.727,769,31,"Shortlist"
"354","10118-1                  ","BL        ",NA,16,13,9,"High","Medium","0",97.05,97,0.999,28,32,"Shortlist"
"355","1014-1                   ","BL        ","Business Professional",2,2,2,"Low","Low","0",14.4,14.4,1,1,1,"Submit Only"
"356","1014-1                   ","BL        ","Information Technology",2,2,2,"Low","Low","0",50,14.4,0.288,-176,2,"Submit Only"
"357","1014-1                   ","BL        ","Information Technology",2,2,2,"Low","Low","1",50,37.55,0.751,1,3,"Hire"
